ID,Date/Time,Total Play Time,Total # moves,#galleries,self avoidance,#clusters,exp efficiency,scav efficiency,median exp steps,median scav steps,max dt,robust_median_exploit_pace,robust_threshold_exploit_pace,Average Speed,% galleries in exp,% time in exp,efficiency ratio,exp speed,scav speed,Step Orig,% steps uniquely covered,Gallery Orig,Gallery Orig exp,Gallery Orig scav,% galleries uniquely covered,% galleries uniquely covered exp,% galleries uniquely covered scav,# clusters in GC,% clusters in GC,Step Orig (sample),% steps uniquely covered (sample),Gallery Orig (sample),Gallery Orig exp (sample),Gallery Orig scav (sample),% galleries uniquely covered (sample),% galleries uniquely covered exp (sample),% galleries uniquely covered scav (sample),# clusters in GC (sample),% clusters in GC (sample)
t4z8fx,2025-12-28T14:09:58.538000,719.636,301,77,0.9550173010380623,15,0.8166666666666667,1,7,10,7.775000000000006,,,0.41826701276756584,0.19480519480519481,0.5662529389858207,0.8166666666666667,0.37055578459665856,0.480553598,4.224025187788151,0.4965277777777778,3.718905013468126,3.359021082868166,3.805973706355214,0.21621621621621623,0.066666667,0.2542372881355932,9,0.6,4.1489727695028105,0.65625,3.7998123783364446,3.5914423253661214,3.8502244879260377,0.31081081081081086,0.19999999999999996,0.3389830508474576,3,0.2
4zPN8R,2025-11-27T11:46:56.366000,719.591,229,18,0.8211009174311926,2,0.29411764705882354,0.29166666666666663,43,50.5,37.18399999999997,,,0.3182363314716276,0.2777777777777778,0.539776067,1.008403361344538,0.32954188528852935,0.3049765530402539,4.229645812661248,0.4952830188679245,3.9587804255380146,3.4619318334918923,4.149876037863446,0.33333333333333337,0.19999999999999996,0.3846153846153846,0,0,4.145329156,0.6933962264150944,3.992312179949864,3.6496499975390897,4.124105327030931,0.5,0.19999999999999996,0.6153846153846154,0,0
yktTkS,2025-12-01T16:51:36.830000,719.959,268,41,0.932,8,0.8,0.5,13,10,31.193000000000012,,,0.37224341941693906,0.12195121951219512,0.5896919130117132,1.6,0.3391794683361834,0.41976269866793053,4.260776115,0.5742971887550201,4.113920419,3.982157538,4.1322208194527095,0.36585365853658536,0.19999999999999996,0.38888888888888884,2,0.25,4.1735987266336885,0.7590361445783133,4.027298672,4.010667601,4.029608543192682,0.5121951219512195,0.6,0.5,2,0.25
Dpd4qr,2025-12-29T15:15:39.811000,600.463,188,45,0.9289617486338798,7,0.675,1,10.5,9,63.245000000000005,,,0.3130917308810035,0.26666666666666666,0.5919049133751787,0.675,0.272918853,0.37135884691037596,4.246987747742667,0.4945054945054945,3.8756090416326767,4.046438726213103,3.8134891563307027,0.2222222222222222,0.16666666666666663,0.24242424242424243,4,0.5714285714285714,4.166184354040115,0.7362637362637363,3.870462655687498,3.9610281986732425,3.837529731,0.4,0.41666666666666663,0.3939393939393939,4,0.5714285714285714
kPjb3e,2026-01-09T16:07:48.882000,676.353,182,36,0.8342857142857143,4,0.45238095238095233,0.6333333333333333,28,17.5,28.98300000000006,,,0.26909025316661567,0.2777777777777778,0.5997223343431609,0.7142857142857142,0.246533736,0.30288591174200025,4.016674166205673,0.2941176470588235,3.1119692748971577,3.088136033368507,3.1211359062543305,0.037037037,0,0.047619048,4,1,4.112439849413352,0.5705882352941176,3.4969419048629695,3.500488771117456,3.4955777255343197,0.11111111111111116,0.1,0.095238095,3,0.75
KRFF0w,2025-01-16T10:20:30.457000,718.978,247,22,0.9324894514767933,4,0.5,0.4222222222222222,21,29,13.394999999999982,,,0.3435431960365964,0.22727272727272727,0.5047609245345477,1.1842105263157894,0.3416806278105987,0.3454415754382615,4.329467363991109,0.6223175965665235,3.360354946448507,2.9724306008498758,3.4744503422128115,0.045454545454545414,0,0.058823529,2,0.5,4.188058427357956,0.8068669527896996,3.661463469669881,3.3726012617312113,3.7464229425930187,0.2272727272727273,0,0.2941176470588235,1,0.25
  QElY1e,2024-12-03T09:48:40.383000,718.823,213,24,0.9289340101522843,5,0.5606060606060606,0.3666666666666667,24,15,14.220999999999975,,,0.29631773051224014,0.25,0.6278944886293288,1.5289256198347105,0.31461520566307366,0.2654423915237889,4.346739540949833,0.6256410256410256,4.025894198127481,4.005075417499271,4.032833791670218,0.26086956521739135,0.33333333333333337,0.23529411764705888,3,0.6,4.194870303931772,0.7846153846153846,3.9739804884597234,3.908666355272165,3.995751866,0.4782608695652174,0.16666666666666663,0.5882352941176471,1,0.2
ywsSnI,2024-11-25T09:43:15.493000,716.71,151,19,0.918918919,3,0.5777777777777777,0.4166666666666667,20.5,26,20.75699999999999,,,0.2106849353294917,0.3157894736842105,0.5890346165115597,1.3866666666666665,0.1894984686155005,0.24105139147764504,4.271124375880884,0.5374149659863945,4.3501916576202095,4.225266798227836,4.407849285032072,0.42105263157894735,0.33333333333333337,0.46153846153846156,0,0,4.168293529983467,0.7142857142857143,4.115125862138746,4.026266452478004,4.156137897366781,0.631578947,0.6666666666666667,0.6153846153846154,1,0.3333333333333333
BcGufE,2025-12-18T11:02:10.742000,719.62,227,77,0.9357798165137615,13,0.7272727272727273,1,6.5,6,28.78099999999995,,,0.3154442622495206,0.18181818181818182,0.5630068647341653,0.7272727272727273,0.26163084874528264,0.3847756058625811,4.3582817584050755,0.662037037,4.257745424140471,4.461171541348619,4.21253962,0.29333333333333333,0.4285714285714286,0.2622950819672131,3,0.23076923076923078,4.206311964,0.8194444444444444,4.127334259522438,4.179497010091823,4.115742537173682,0.56,0.5,0.5737704918032787,2,0.15384615384615385
uT2p5Kxu,2025-01-14T11:14:06.140000,716.491,240,25,0.9436619718309859,5,0.4307692307692308,0.4083333333333333,20,11,24.13499999999999,,,0.33496582650724155,0.16,0.5280108193961961,1.054945054945055,0.3251258871575275,0.3459736941710825,4.2827193471006675,0.570754717,3.906155742507518,3.9129510546638926,3.904861397334876,0.24,0.25,0.23809523809523814,4,0.8,4.173261003480822,0.7452830188679245,3.851327785061838,3.7701505751973468,3.866790110750313,0.36,0.25,0.38095238095238093,1,0.2
ChXIQE,2024-11-25T15:20:31.344000,717.523,150,46,0.9701492537313433,8,1,0.75,6,9.5,25.107,,,0.20905253211395314,0.065217391,0.44311610917001976,1.3333333333333333,0.18242091424329912,0.23024348248272553,4.134692735460459,0.443609023,3.500508140774354,3.009351720698343,3.534774867756401,0.090909091,0,0.095238095,6,0.75,4.131864643575466,0.6616541353383458,3.714321386419283,3.4798382953798264,3.730680671840642,0.18181818181818177,0,0.19047619047619047,4,0.5
V3EJt8,2025-12-18T16:43:29.572000,717.533,254,71,0.9233870967741935,12,1,1,9,7.5,14.472000000000037,,,0.35399068753632235,0.19718309859154928,0.5859465697048081,1,0.3448800768725799,0.366883543,4.2421668453342924,0.5081300813008129,3.6787752267983147,3.604121902914934,3.6971111309100224,0.12857142857142856,0.071428571,0.1428571428571429,7,0.5833333333333334,4.168114161340909,0.7113821138211383,3.827084137998599,3.8151919483600927,3.8300050266817407,0.2857142857142857,0.2857142857142857,0.2857142857142857,5,0.4166666666666667
TEST2,2024-10-13T18:31:55.391000,719.682,222,50,0.9444444444444444,9,1,0.75,9,14,78.00399999999996,,,0.3084695740618773,0.1,0.5256502177350554,1.3333333333333333,0.2405491923098273,0.38373547444058115,4.309843357656883,0.613953488,3.800771221167318,3.9867379925360047,3.780108246570798,0.18367346938775508,0.19999999999999996,0.18181818181818177,5,0.5555555555555556,4.179109155772619,0.772093023,3.850464672553481,4.016273346085319,3.8320414866054975,0.40816326530612246,0.19999999999999996,0.43181818181818177,3,0.3333333333333333
ekwUtx,2025-12-02T11:34:14.407000,717.173,197,28,0.8624338624338624,5,0.45,0.5,13.5,17,22.601,,,0.274689649,0.071428571,0.47508899526334625,0.9,0.2582758327194392,0.289545546,4.164214263938119,0.4385026737967914,3.541877719597712,4.263229783332222,3.4863890993104425,0.18518518518518523,0.5,0.16000000000000003,4,0.8,4.123988544,0.6203208556149733,3.6884844249438378,4.136347455108831,3.654033422623453,0.2962962962962963,0.5,0.28,3,0.6
2BRp8e,2025-12-29T09:51:50.910000,717.479,253,51,0.8833333333333333,8,0.775,1,11,12,13.632999999999996,,,0.35262356110771187,0.23529411764705882,0.5371697290094904,0.775,0.3139530056459646,0.39750535277094373,4.1230567605690265,0.379746835,3.3049979205190465,3.5610529886039832,3.2262117457236803,0.0625,0.16666666666666663,0.026315789,8,1,4.121135176952096,0.6033755274261603,3.5989423833028824,3.7728652011847044,3.545427670108477,0.10416666666666663,0.25,0.052631578947368474,5,0.625
EVhG6aHF,2025-01-13T15:19:36.888000,715.383,265,40,0.8871595330739299,7,0.75,0.6333333333333333,19.5,21,9.848000000000013,,,0.370430944,0.1,0.46267803400416296,1.1842105263157896,0.35650408469086853,0.3824231056398304,4.14145164,0.4,3.312218297,3.354734255914993,3.307494301417579,0.10256410256410253,0.25,0.085714286,6,0.8571428571428571,4.141732171807718,0.6235294117647059,3.5431051045135598,3.5009027366883143,3.547794256494143,0.17948717948717952,0.25,0.17142857142857137,5,0.7142857142857143
zwWAyy,2024-11-26T09:46:50.023000,718.556,290,28,0.9434628975265018,5,0.4642857142857143,0.4017857142857143,35,13,20.53200000000004,,,0.4035871943174923,0.35714285714285715,0.6476461124811427,1.1555555555555554,0.3996819734834648,0.4107652081868664,4.372392963913098,0.6903914590747331,3.8854588232234355,4.109662091882109,3.760901451746394,0.25,0.4,0.16666666666666663,2,0.4,4.209467372991574,0.8362989323843416,3.9072427451535523,3.993404528670653,3.8593750876440516,0.3571428571428571,0.5,0.2777777777777778,1,0.2
3XeA64,2024-12-23T11:54:04.860000,717.731,295,44,0.7667844522968198,8,0.6666666666666666,0.6666666666666666,13,12,17.30600000000004,,,0.41101749819918604,0.13636363636363635,0.5527878829254972,1,0.40075311339800834,0.423705051,4.042065652,0.3120300751879699,3.3339890687827634,3.221441622716464,3.3517597181616527,0.046511627906976716,0,0.052631578947368474,8,1,4.080718627435106,0.4849624060150376,3.552954372117226,3.4959415405980017,3.5619563981465787,0.023255813953488413,0,0.026315789,6,0.75
WdtMYH,2026-01-21T16:54:40.099000,719.486,234,32,0.8789237668161435,6,0.4,0.6333333333333333,13,15,49.06600000000003,,,0.32523217963935364,0.21875,0.6348782325159904,0.6315789473684211,0.2867863726121204,0.3920822230681384,4.151146749039881,0.42201834862385323,3.2610312575950977,3.1082826766267293,3.303800860266241,0,0,0,6,1,4.113216618305858,0.5779816513761468,3.5101558393790753,3.5230155748008474,3.506555113460979,0.125,0.1428571428571429,0.12,4,0.6666666666666666
YAfvZQ,2025-12-04T16:36:14.196000,719.819,347,99,0.878419453,17,1,1,8,12,8.379000000000005,,,0.48206563038763917,0.15151515151515152,0.5041267318589813,1,0.44367283950617287,0.5210974424201334,4.1368297138973995,0.40061162079510704,3.6831459024314293,3.4627929542696396,3.7224946431746067,0.1473684210526316,0.23076923076923073,0.13414634146341464,12,0.7058823529411765,4.151188221472965,0.6422018348623852,3.8356089920385794,3.65303886,3.868210801416489,0.27368421052631575,0.23076923076923073,0.2804878048780488,4,0.23529411764705882
rmpKCM,2026-01-20T10:51:53.668000,719.12,347,137,0.8511904761904762,19,0.9,1,7,9,7.848,,,0.4825342084770275,0.2116788321167883,0.49015741461786616,0.9,0.4539238883120274,0.5100398758448387,4.105337344,0.42168674698795183,3.639248630522473,3.4780748260614867,3.682526781720331,0.20175438596491224,0.037037037,0.23913043478260865,15,0.7894736842105263,4.12551336,0.6385542168674698,3.752555173329686,3.6955217449551907,3.7678697050228376,0.38596491228070173,0.33333333333333337,0.3804347826086957,10,0.5263157894736842
w30KjT,2025-01-06T11:07:47.197000,719.62,251,43,0.9453781512605042,5,0.7083333333333333,0.75,24,17,18.319999999999936,,,0.34879519746532894,0.27906976744186046,0.6087685167171563,0.9444444444444443,0.3469670061769258,0.3516399207211815,4.179254151429008,0.4723404255319149,3.536737367954894,3.6259576216140013,3.5022004955707224,0.093023256,0.083333333,0.096774194,4,0.8,4.165574741664387,0.7361702127659575,3.798918152212168,3.954286429803084,3.7387755931447177,0.2790697674418605,0.25,0.29032258064516125,2,0.4
