ID,Date/Time,Total Play Time,Total # moves,#galleries,self avoidance,#clusters,exp efficiency,scav efficiency,median exp steps,median scav steps,max dt,Average Speed,% galleries in exp,% time in exp,efficiency ratio,exp speed,scav speed,Step Orig,% steps uniquely covered,Gallery Orig,Gallery Orig exp,Gallery Orig scav,% galleries uniquely covered,% galleries uniquely covered exp,% galleries uniquely covered scav,# clusters in GC,% clusters in GC,Step Orig (sample),% steps uniquely covered (sample),Gallery Orig (sample),Gallery Orig exp (sample),Gallery Orig scav (sample),% galleries uniquely covered (sample),% galleries uniquely covered exp (sample),% galleries uniquely covered scav (sample),# clusters in GC (sample),% clusters in GC (sample)
4KxP86,2024-12-24T12:41:05.704000,720.078,293,41,0.9507042253521126,6,0.6,0.5277777777777778,22,14,8.377999999999986,0.4069003635717242,0.3170731707317073,0.6477784351139739,1.1368421052631579,0.42233803765025685,0.37850859727079544,4.187765636730459,0.5123674911660777,3.5799740537831846,3.587952741750985,3.5762696629409914,0.14634146341463417,0.23076923076923073,0.1071428571428571,4,0.6666666666666666,4.190126849007754,0.7420494699646643,3.8782105776127676,3.9401796753288565,3.8494392108160125,0.3902439024390244,0.3846153846153846,0.3928571428571429,2,0.3333333333333333
yrcRhl,2024-12-25T18:11:44.141000,721.666,165,19,0.9681528662420382,2,0.7142857142857143,0.5,12,25,35.799000000000035,0.2286376246075054,0.47368421052631576,0.7163092067521541,1.4285714285714286,0.22246467647832607,0.24422410003419143,4.252586666088976,0.5512820512820513,3.3467721703406106,3.4338031144564516,3.2684443206363545,0.055555556,0.11111111111111116,0,2,1,4.189671019537068,0.7628205128205128,3.831579655978379,3.905690496737076,3.7648798992955497,0.16666666666666663,0.11111111111111116,0.19999999999999996,1,0.5
p3juAg,2024-12-26T09:29:35.982000,719.781,245,90,0.9282700421940928,13,1,1,5,9,25.29600000000005,0.3403813104263658,0.15555555555555556,0.5379052795225217,1,0.3228522576412672,0.360786153,4.175365978805719,0.44680851063829785,3.6471094113145646,3.696696934507364,3.637974867568522,0.19277108433734935,0.1428571428571429,0.19444444444444442,8,0.6153846153846154,4.172240849749345,0.6893617021276596,3.8729272086922184,3.8798821532409336,3.871646034696403,0.3855421686746988,0.4285714285714286,0.36111111111111116,3,0.23076923076923078
Y7u23q,2024-12-26T12:39:03.547000,720.08,369,45,0.9415041782729805,9,0.8,0.45,25.5,12,6.573999999999984,0.512443062,0.28888888888888886,0.6940589934451727,1.777777777777778,0.5122274289784664,0.512932248,4.360877598932974,0.6815642458100559,4.092637360424976,4.141615273446663,4.072740083259914,0.33333333333333337,0.23076923076923073,0.375,4,0.4444444444444444,4.22665204,0.8910614525139665,4.057337088883881,4.100116694255597,4.039957874201621,0.6,0.5384615384615384,0.625,1,0.1111111111111111
ZCOnQ5,2024-12-30T12:21:21.422000,719.588,294,23,0.8538461538461538,3,0.3333333333333333,0.5,47,29,12.222999999999999,0.4085671245212538,0.391304348,0.7331153382213155,0.6666666666666666,0.40376008689372017,0.42177175378943704,4.295533787208753,0.5581395348837209,3.6406384176618793,3.5572824547669004,3.694224393808652,0.086956522,0,0.1428571428571429,3,1,4.214549521051841,0.8217054263565892,3.9864393395646944,3.985598651228665,3.986979782066425,0.26086956521739135,0.11111111111111116,0.3571428571428571,0,0
LA4bjr,2024-12-30T16:03:50.962000,719.963,310,50,0.7993079584775087,10,0.5,0.5,14,11.5,21.057000000000016,0.4305776824642378,0.1,0.5767199147733981,1,0.44795853734312424,0.40689623489725874,4.107066634755565,0.3710247349823321,3.5840724448916585,2.9637557593933055,3.652996521058142,0.10204081632653061,0,0.11363636363636365,8,0.8,4.178983600789511,0.7102473498233215,3.887781684028107,3.537698649379839,3.9266797989890265,0.30612244897959184,0,0.34090909090909094,1,0.1
x3BX3H,2024-12-31T09:16:20.402000,720.724,323,42,0.9196141479099679,10,0.30434782608695654,0.6666666666666666,10,11,8.667,0.448160461,0.071428571,0.5789331283542658,0.4565217391304348,0.4289983726821507,0.4745067930260679,4.256361870333961,0.5307443365695793,3.493887294065007,3.4211906865129733,3.499479340799779,0.047619048,0.33333333333333337,0.025641026,8,0.8,4.209800920248796,0.8349514563106796,3.8480547634666133,3.663502120812131,3.8622511205938825,0.30952380952380953,0.33333333333333337,0.3076923076923077,2,0.2
WekwE9,2024-12-31T14:36:35.016000,706.945,249,27,0.8870292887029289,5,0.4,0.5,17,12,18.18399999999997,0.3522197624992043,0.3333333333333333,0.700139332,0.8,0.35558428963956684,0.34436398801802004,4.201402526387471,0.4852320675105485,3.5977045893066784,3.7123215060219437,3.5403961309490453,0.074074074,0,0.11111111111111116,4,0.8,4.209205204701162,0.810126582,3.914805328,3.926861865,3.9087770587509194,0.33333333333333337,0.2222222222222222,0.38888888888888884,2,0.4
cL5U0l,2025-01-02T08:37:00.769000,719.433,186,61,0.9010989010989011,10,1,1,6,8,29.899,0.25853693116662707,0.19672131147540983,0.5033477752619074,1,0.2181567138419055,0.2994615289889954,4.063380584849967,0.3370165745856354,3.612694878353415,3.3350597281797967,3.6806871600285866,0.1454545454545455,0.083333333,0.14893617021276595,7,0.7,4.163443481,0.6408839779005524,3.860050772596341,3.7313424249940628,3.8915711842540417,0.34545454545454546,0.25,0.34042553191489366,3,0.3
emzHyS,2025-01-02T16:46:36.865000,719.831,282,70,0.8044280442804428,12,0.775,0.8166666666666667,6,10,31.187999999999988,0.39175862112079085,0.18571428571428572,0.5945784496638795,0.9489795918367347,0.3668258581855905,0.4283242243048298,4.021709418381686,0.3446969696969697,3.410413865223645,3.039577619278254,3.4949905528954006,0.10526315789473684,0,0.13043478260869568,10,0.8333333333333334,4.129263267296687,0.625,3.6997698054355674,3.5243622263028316,3.7397750427816296,0.33333333333333337,0.16666666666666663,0.3695652173913043,5,0.4166666666666667
NqOPTt,2025-01-06T09:04:40.199000,720.218,210,39,0.8743718592964824,6,1,0.6666666666666666,11,21,39.784000000000106,0.2915783832117498,0.15384615384615385,0.45800577047505053,1.5,0.2970921349404604,0.286919053,4.322576802,0.5989583333333333,3.972111499952017,3.485427952050093,4.060599417752366,0.11111111111111116,0,0.125,1,0.16666666666666666,4.197183685452919,0.7864583333333334,4.100606725207737,3.86551694,4.143350322603083,0.5833333333333333,0.33333333333333337,0.65625,0,0
lkQZDf,2025-01-06T09:54:01.690000,705.405,181,33,0.9819277108433735,4,0.75,0.6458333333333333,12,21,25.303999999999974,0.25659018577980025,0.24242424242424243,0.4967047299069329,1.1612903225806452,0.2540113819931617,0.2591352207015241,4.401097493654535,0.7151515151515151,4.143116295,4.353894051979919,4.075667413084585,0.33333333333333337,0.5,0.28,2,0.5,4.221027079074676,0.8787878787878788,4.115230666124214,4.242679946822148,4.074446896300875,0.5757575757575757,0.875,0.48,0,0
w30KjT,2025-01-06T11:07:47.197000,719.62,251,43,0.9453781512605042,5,0.7083333333333333,0.75,24,17,18.319999999999936,0.34879519746532894,0.27906976744186046,0.6087685167171563,0.9444444444444443,0.3469670061769258,0.3516399207211815,4.179254151429008,0.4723404255319149,3.536737367954894,3.6259576216140013,3.5022004955707224,0.093023256,0.083333333,0.096774194,4,0.8,4.200777128,0.8170212765957447,3.892609982739566,4.028167956517836,3.8401359283737833,0.32558139534883723,0.33333333333333337,0.32258064516129037,2,0.4
lgAYMdeU,2025-01-08T10:40:23.865000,719.511,275,32,0.897119342,5,0.3708791208791209,0.4,27.5,19,7.771000000000015,0.3822040246778715,0.28125,0.5655271427399998,0.9271978021978022,0.3932141075391432,0.3678728631384994,4.328839861688653,0.6317991631799162,3.409999372298143,3.246754625717809,3.4738777513947965,0.09375,0.11111111111111116,0.086956522,4,0.8,4.213140875677906,0.8451882845188284,3.7692692107048202,3.7310841222989475,3.7842112018201637,0.21875,0.11111111111111116,0.26086956521739135,1,0.2
 onRQQXIH,2025-01-09T09:34:35.469000,720.154,307,50,0.9133333333333333,9,0.8,0.6666666666666666,11,18,14.058999999999997,0.42629770854567217,0.14,0.4695953920966905,1.2000000000000002,0.3814525357722639,0.46600152366790326,4.166859008820373,0.44630872483221473,3.555337042674958,3.748607255757072,3.5238744498476375,0.10869565217391308,0.1428571428571429,0.12195121951219512,7,0.7777777777777778,4.185490020107778,0.7214765100671141,3.8030341809608483,3.8788291859181334,3.7906954592236164,0.28260869565217395,0.1428571428571429,0.31707317073170727,4,0.4444444444444444
Zg3xvI,2025-01-09T11:46:16.461000,719.773,270,64,0.8969465648854962,10,0.5,0.75,11,13,55.89599999999999,0.3751182664534513,0.1875,0.5565685292446367,0.6666666666666666,0.334495748,0.42610521038944743,4.101369617439974,0.40384615384615385,3.5564859559195234,3.3275665512189057,3.609313510850435,0.11111111111111116,0.090909091,0.11538461538461542,8,0.8,4.165374170753583,0.6846153846153846,3.8672297238047912,3.679760150931113,3.910491932929488,0.2857142857142857,0.18181818181818177,0.3076923076923077,1,0.1
 fcMg35,2025-01-09T12:18:43.476000,669.817,145,27,0.9436619718309859,5,0.8166666666666667,1,11,10,86.688,0.21647703775807423,0.2962962962962963,0.6404211896682228,0.8166666666666667,0.15385870642126978,0.32800225864846466,4.172395406338303,0.4571428571428572,3.268352348591258,3.241690762678159,3.2795782795020347,0,0,0,4,0.8,4.188340907691977,0.7642857142857142,3.6526834364678558,3.6141573593128253,3.668904942638394,0.11111111111111116,0.125,0.10526315789473684,2,0.4
K1E8m2,2025-01-09T12:48:05.158000,718.86,268,43,0.8674242424242424,7,0.8541666666666667,0.75,9.5,16,14.096000000000004,0.37281250869432153,0.093023256,0.3972442478368529,1.138888888888889,0.31166502663160134,0.41311156089241335,4.086808064628942,0.3961538461538462,3.156833411769607,3.1607755040008767,3.156429094617682,0.027027027027026973,0,0.028571429,6,0.8571428571428571,4.163187636341624,0.6807692307692308,3.6613894842703036,3.7529999641307006,3.651993537617957,0.1351351351351351,0.25,0.11428571428571432,6,0.8571428571428571
V25QLT4f,2025-01-13T12:46:19.130000,720.779,215,29,0.8647342995169082,5,0.625,0.4722222222222222,14,17,20.086000000000013,0.29828837965590005,0.2413793103448276,0.5268480352507495,1.3235294117647058,0.2738708751491148,0.32547692632492564,4.165998441962418,0.40594059405940597,3.392142920720269,3.142350486033275,3.4716223317570396,0.1071428571428571,0,0.1428571428571429,3,0.6,4.1724895821767705,0.6881188118811881,3.7303679361954574,3.5777632966640027,3.778923957864556,0.1785714285714286,0.1428571428571429,0.19047619047619047,1,0.2
EVhG6aHF,2025-01-13T15:19:36.888000,720.182,266,40,0.8875968992248062,7,0.75,0.6333333333333333,19.5,21,9.848000000000013,0.3693510806990455,0.1,0.4662585290940347,1.1842105263157896,0.354387104,0.3824231056398304,4.138518193340554,0.3984375,3.312218297,3.354734255914993,3.307494301417579,0.10256410256410253,0.25,0.085714286,6,0.8571428571428571,4.192174995,0.7421875,3.689157324532501,3.6147894719662554,3.697420419262085,0.17948717948717952,0.25,0.17142857142857137,3,0.42857142857142855
 uT2p5Kxu,2025-01-14T11:14:06.140000,716.491,240,25,0.9436619718309859,5,0.4307692307692308,0.4083333333333333,20,11,24.13499999999999,0.33496582650724155,0.16,0.5280108193961961,1.054945054945055,0.3251258871575275,0.3459736941710825,4.2827193471006675,0.570754717,3.906155742507518,3.9129510546638926,3.904861397334876,0.24,0.25,0.23809523809523814,4,0.8,4.2047991355060415,0.7924528301886793,3.9608784138412236,3.9757138467744335,3.9580526170920427,0.43999999999999995,0.5,0.4285714285714286,1,0.2
KGbWgG,2025-01-14T11:48:45.445000,714.483,268,24,0.9221311475409836,4,0.8333333333333334,0.42857142857142855,15,31.5,19.329000000000065,0.37509639837476894,0.125,0.4020487541341083,1.9444444444444446,0.3550827307950719,0.38855313112965983,4.319744556480243,0.6378600823045267,3.849104270671086,4.218141468157678,3.7963846710301445,0.34782608695652173,0.6666666666666667,0.30000000000000004,3,0.75,4.215586515013793,0.8395061728395061,3.969943449302433,4.0555325404973575,3.9577164362745867,0.34782608695652173,0.6666666666666667,0.30000000000000004,0,0
od8GVpsB,2025-01-14T12:15:36.820000,719.247,221,32,0.8878504672897196,6,0.625,0.6666666666666666,14,18,13.59899999999999,0.3072657932532218,0.125,0.43340882895583827,0.9375,0.3175845608992457,0.2993725445930127,4.145688685202297,0.3820754716981132,3.350026094464904,2.9260881555892766,3.4105886571614223,0.033333333333333326,0,0.038461538461538436,3,0.5,4.176339288744447,0.6839622641509434,3.761701220383344,3.405645153256093,3.8125663728300943,0.30000000000000004,0,0.34615384615384615,1,0.16666666666666666
U7staN,2025-01-14T15:45:04.477000,720.938,285,28,0.9233576642335767,3,0.4,0.42857142857142855,27.5,29,10.435999999999979,0.3953183214090532,0.32142857142857145,0.5885124657044017,0.9333333333333335,0.3865362813795575,0.40787845896102226,4.311816940352037,0.6007326007326007,3.852601707238633,3.5775186964633914,3.9829041860269045,0.2857142857142857,0.33333333333333337,0.26315789473684215,2,0.6666666666666666,4.2023769279529475,0.7948717948717949,3.9486468788232947,3.7330032546657628,4.050793858687388,0.5,0.33333333333333337,0.5789473684210527,1,0.3333333333333333
OurLAP,2025-01-14T16:02:13.773000,719.174,226,19,0.9398148148148148,4,0.6458333333333333,0.4166666666666667,22,24,19.495999999999995,0.3142494027870863,0.21052631578947367,0.5526173081896733,1.5499999999999998,0.3094900208339623,0.3201282999633252,4.2954952363467065,0.5934579439252337,3.447995146547835,3.665762715,3.3899237950880514,0.052631578947368474,0,0.066666667,3,0.75,4.202683625739904,0.7757009345794392,3.7305857478638953,3.803411305012718,3.711165599290875,0.21052631578947367,0.25,0.19999999999999996,2,0.5
KRFF0w,2025-01-16T10:20:30.457000,718.978,247,22,0.9324894514767933,4,0.5,0.4222222222222222,21,29,13.394999999999982,0.3435431960365964,0.22727272727272727,0.5047609245345477,1.1842105263157894,0.3416806278105987,0.3454415754382615,4.329467363991109,0.6223175965665235,3.360354946448507,2.9724306008498758,3.4744503422128115,0.045454545454545414,0,0.058823529,2,0.5,4.2157985818289125,0.8669527896995708,3.8266824464069837,3.6451861424700915,3.880063712270774,0.2272727272727273,0,0.2941176470588235,0,0
skLjvwiT,2025-01-16T10:43:16.968000,719.247,200,70,0.8673469387755102,14,1,0.8,6,5.5,14.632000000000005,0.27806859117938626,0.21428571428571427,0.591283662,1.25,0.24454534552611346,0.32656615686061075,4.135899464431532,0.4248704663212435,3.718705119448165,3.851779504718371,3.6824121052835634,0.18461538461538463,0.2142857142857143,0.17647058823529416,9,0.6428571428571429,4.164065825369502,0.689119171,3.8909192959037333,3.936293257496367,3.8785445791057436,0.4307692307692308,0.5714285714285714,0.3921568627450981,3,0.21428571428571427
xPZUwWmQ,2025-01-16T17:10:37.450000,720.085,290,80,0.9154929577464789,13,0.7083333333333333,0.8333333333333334,8,10,16.54200000000003,0.40273023323635404,0.15,0.45663775804245343,0.8499999999999999,0.40143787748845855,0.40381631980207894,4.189105766788752,0.5107142857142857,3.8626186896029218,3.8876916050662866,3.8581940574623284,0.2435897435897436,0.16666666666666663,0.25757575757575757,9,0.6923076923076923,4.186020600828048,0.7821428571428571,3.982753828346206,4.102109266501896,3.961691104,0.46153846153846156,0.5833333333333333,0.43939393939393945,4,0.3076923076923077
pv54XYs0,2025-01-16T22:42:30.958000,719.684,277,57,0.9053030303030303,11,0.7142857142857143,0.5634920634920635,8,10,8.978000000000002,0.38489114666992735,0.14035087719298245,0.4827535418322484,1.267605633802817,0.3684195377486114,0.4002643356417928,4.257907555699886,0.5703422053231939,3.7684543002281865,4.106208692669758,3.713310725952011,0.21052631578947367,0.375,0.18367346938775508,7,0.6363636363636364,4.189495052569289,0.7566539923954373,3.9266400180817835,4.0152369548794145,3.9121752120740076,0.42105263157894735,0.75,0.36734693877551017,3,0.2727272727272727
fKsxuz,2025-01-20T09:06:41.559000,704.341,183,49,0.8192090395480226,9,0.8571428571428571,1,9,8,15.038000000000011,0.259817333,0.1836734693877551,0.590921159,0.8571428571428571,0.24266596189423606,0.284592772,4.079256098778973,0.3505747126436781,3.478142866481526,3.241163292070278,3.531463270724057,0.13636363636363635,0.11111111111111116,0.1282051282051282,8,0.8888888888888888,4.165187166977513,0.6436781609195402,3.8200065228676148,3.734017834811306,3.8393539776802847,0.2727272727272727,0.11111111111111116,0.28205128205128205,4,0.4444444444444444
xZERPu,2025-01-20T09:52:33.848000,719.998,259,114,0.8695652173913043,16,1,1,4,8,7.728000000000009,0.3597232214533929,0.16666666666666666,0.4552929313692539,1,0.29895366218236163,0.41051740491804956,4.058865282988586,0.33466135458167334,3.6328004864349097,3.4993048145827648,3.6594996208053394,0.1,0.052631578947368474,0.1071428571428571,15,0.9375,4.155409369447901,0.6812749003984064,3.9065131128981276,3.932885983344294,3.901238538808893,0.41000000000000003,0.3157894736842105,0.41666666666666663,8,0.5
eC06dywT,2025-01-20T12:18:25.108000,720.182,221,31,0.9567307692307693,6,0.4444444444444444,0.6125,12,12.5,24.480999999999995,0.306866875,0.2903225806451613,0.6117773007378691,0.7256235827664398,0.29732790728816516,0.32189877356567276,4.4247791622434125,0.7766990291262136,4.230506485848524,3.840155457128157,4.390195543052312,0.3548387096774194,0.11111111111111116,0.4545454545454546,0,0,4.238937130374157,0.9320388349514563,4.169954449746655,4.084582599070324,4.204879297750608,0.6774193548387097,0.4444444444444444,0.7727272727272727,0,0
65FZVx,2025-01-20T12:48:37.253000,720.079,292,25,0.8505338078291815,5,0.2916666666666667,0.6190476190476191,34.5,21,46.15100000000007,0.40551106198069936,0.28,0.7143091244155154,0.47115384615384615,0.3849451453167924,0.4569317518957805,4.142552038961212,0.42028985507246375,3.1406469384499296,2.717364763429674,3.305256673180028,0,0,0,4,0.8,4.177737389734114,0.7391304347826086,3.644769510043693,3.267225154478036,3.791592314985893,0.16666666666666663,0,0.2222222222222222,1,0.2
YyLeol,2025-01-20T19:22:56.104000,721.399,240,47,0.8927038626609443,10,0.8333333333333334,0.6666666666666666,9,11,11.200999999999965,0.33268690419587493,0.19148936170212766,0.5368180438287272,1.2500000000000002,0.3279450498373186,0.33818261262528465,4.167330505703797,0.40174672489082974,3.4585143436088397,3.197166579202597,3.520412498336633,0.1333333333333333,0,0.16666666666666663,6,0.6,4.196621419980188,0.8034934497816594,3.777350397468703,3.587460414703519,3.8223243407551935,0.3111111111111111,0.2222222222222222,0.33333333333333337,3,0.3
sFcoQxyJ,2025-01-21T09:29:29.168000,719.581,178,58,0.8383233532934131,9,1,1,5.5,8,18.007,0.24736617559385252,0.1724137931034483,0.5255391679324497,1,0.2247678280552558,0.27239736038170786,3.884803854,0.1875,3.269314643411995,2.983315058009402,3.3288978903708695,0.040816327,0,0.045454545454545414,9,1,4.103888364474434,0.5375,3.6806400716572893,3.5570858967671812,3.706380524759395,0.1428571428571429,0.19999999999999996,0.11363636363636365,4,0.4444444444444444
ooZSPZ,2025-01-21T12:44:07.673000,719.965,311,107,0.862876254,17,0.9166666666666667,0.6458333333333333,6.5,8,11.880000000000003,0.4319654427645788,0.19626168224299065,0.5546269610328277,1.4193548387096777,0.35310734463276855,0.5301681256685572,4.174779280485171,0.4242424242424242,3.8824985142132453,3.9566605698755626,3.864389175039889,0.095238095,0.1428571428571429,0.083333333,11,0.6470588235294118,4.1932972027311095,0.7542087542087542,4.0398279071524055,4.038904184172747,4.0400534674148805,0.47619047619047616,0.47619047619047616,0.47619047619047616,3,0.17647058823529413
KHWkGA,2025-01-23T11:13:40.512000,720.643,290,27,0.9708029197080292,3,0.675,0.39230769230769236,32,48,10.227000000000032,0.4024183957937564,0.2222222222222222,0.41134930888109655,1.7205882352941175,0.4183027702438299,0.3913183893712268,4.394757342346849,0.6703296703296704,3.9159028419572355,4.121236087772341,3.8572362002957767,0.14814814814814814,0.16666666666666663,0.1428571428571429,3,1,4.243215616070201,0.9267399267399268,4.094105107448984,4.193451351366215,4.065720466329775,0.5925925925925926,0.6666666666666667,0.5714285714285714,1,0.3333333333333333
raK5i3,2025-01-27T14:05:55.592000,706.645,287,55,0.8492647058823529,12,0.6,1,11,8.5,36.051000000000045,0.40614452801618917,0.090909091,0.6034218030269795,0.6,0.4033723807178622,0.4103625463888095,4.186937348711109,0.5038167938931297,3.494346991776044,3.716637757042393,3.472117915249409,0.037735849056603765,0,0.041666667,10,0.8333333333333334,4.166847142459457,0.7366412213740459,3.828762061,3.9776702455825252,3.8138712422542183,0.2264150943396226,0.4,0.20833333333333337,3,0.25
mkSJjy,2025-01-28T11:16:35.615000,719.817,291,56,0.8642857142857143,9,0.6666666666666666,0.6666666666666666,9.5,17,15.928,0.4042694184771963,0.2857142857142857,0.560438278,1,0.36934853363674436,0.4487933148759183,4.112528456489871,0.4,3.468946435300348,3.5776674449518735,3.4254580314397374,0.037735849056603765,0,0.054054054,8,0.8888888888888888,4.166154932375332,0.6945454545454546,3.8173582189548827,3.852152879286335,3.8034403548223024,0.24528301886792447,0.25,0.2432432432432432,2,0.2222222222222222
