id,serverTime,userTime,gameVersion,playerId,playerBirthdate,playerRegion,playerCountry,playerGender,playerExternalId,playerCustomData,type,coordinates,section,customData.startPosition,customData.shapeIndices,customData.shapeIndex,customData.isSelected,customData.newShape,customData.timeSinceLastMouseUp,customData.time,customData.shapes,customData.shape,customData.endPosition
88775,2024-07-06T18:44:24.939Z,2024-07-06T18:44:22.911Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},start,,,,,,,,,,,,
88776,2024-07-06T18:44:24.939Z,2024-07-06T18:44:22.911Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},startintro,,,,,,,,,,,,
88777,2024-07-06T18:44:51.942Z,2024-07-06T18:44:50.618Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},starttutorial,,,,,,,,,,,,
88778,2024-07-06T18:45:06.946Z,2024-07-06T18:45:05.947Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[0, 0]",,,,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [2, -1]]",,1269,,,"[2, -1]"
88781,2024-07-06T18:45:20.783Z,2024-07-06T18:45:20.225Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[1, 0]",,,,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [2, -1], [5, -1], [7, -1], [2, 1]]",,947,,,"[2, 1]"
88782,2024-07-06T18:45:23.949Z,2024-07-06T18:45:22.555Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[5, -1]",,,,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [2, -1], [7, -1], [2, 1], [7, -2]]",,1194,,,"[7, -2]"
88786,2024-07-06T18:45:57.784Z,2024-07-06T18:45:56.827Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[0, 0]",,,,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [2, -1]]",,533,,,"[2, -1]"
88789,2024-07-06T18:46:03.784Z,2024-07-06T18:46:02.777Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[1, 0]",,,,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [2, -1], [7, -1], [6, 1], [3, 1]]",,834,,,"[3, 1]"
88791,2024-07-06T18:46:05.778Z,2024-07-06T18:46:05.193Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[7, -1]",,,,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [6, 1], [3, 1], [3, -1], [6, -1]]",,566,,,"[6, -1]"
88792,2024-07-06T18:46:08.941Z,2024-07-06T18:46:07.577Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[2, 0]",,,,"[[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [6, 1], [3, 1], [3, -1], [6, -1], [2, 0]]",,933,,,"[2, 0]"
88794,2024-07-06T18:46:11.784Z,2024-07-06T18:46:11.177Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[1, 0]",,,,"[[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [6, 1], [3, 1], [6, -1], [2, 0], [2, -1]]",,468,,,"[2, -1]"
88796,2024-07-06T18:46:13.786Z,2024-07-06T18:46:13.379Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[3, 1]",,,,"[[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [6, 1], [2, 0], [2, -1], [8, 0], [2, 1]]",,370,,,"[2, 1]"
88797,2024-07-06T18:46:15.946Z,2024-07-06T18:46:15.012Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[6, 1]",,,,"[[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [2, 0], [2, -1], [8, 0], [2, 1], [5, -1]]",,868,,,"[5, -1]"
88799,2024-07-06T18:46:18.784Z,2024-07-06T18:46:17.627Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[7, 0]",,,,"[[3, 0], [4, 0], [5, 0], [6, 0], [2, 0], [2, -1], [2, 1], [5, -1], [5, 1], [6, -1]]",,500,,,"[6, -1]"
88800,2024-07-06T18:46:24.950Z,2024-07-06T18:46:24.227Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},added shape to gallery,,,,,,,,5568,,,"[[3, 0], [4, 0], [5, 0], [2, 0], [2, -1], [2, 1], [5, -1], [5, 1], [6, -1], [6, 1]]",
88802,2024-07-06T18:46:27.776Z,2024-07-06T18:46:27.276Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[6, 1]",,,,"[[3, 0], [4, 0], [5, 0], [2, 0], [2, -1], [2, 1], [5, -1], [5, 1], [5, -2], [2, -2]]",,800,,,"[2, -2]"
88779,2024-07-06T18:45:11.783Z,2024-07-06T18:45:11.311Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[9, 0]",,,,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [2, -1], [5, -1]]",,951,,,"[5, -1]"
88780,2024-07-06T18:45:16.947Z,2024-07-06T18:45:16.228Z,af0e494d-162f-4f70-9c5f-44423104cb19,57c2dda4-9d97-447c-80d0-5fd99b929be9,,,,,000001,{},movedblock,,,"[8, 0]",,,,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [2, -1], [5, -1], [7, -1]]",,1167,,,"[7, -1]"
